                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     80,                0.49836,                0.73728,                 1.0722,                 0.7975,                0.66796,                0.73997,                0.64087,                0.55957,                0.96867,                 1.0802,               0.004786,               0.004786,               0.004786
                     81,                0.50001,                0.73189,                 1.0695,                0.79108,                0.67144,                0.74113,                0.64175,                0.55781,                0.96837,                 1.0785,                0.00472,                0.00472,                0.00472
                     82,                0.49496,                 0.7204,                 1.0669,                0.78592,                0.67544,                0.74181,                0.64248,                0.55683,                0.96668,                 1.0771,               0.004654,               0.004654,               0.004654
                     83,                0.48936,                 0.7234,                 1.0645,                0.79407,                0.67172,                0.74133,                0.64218,                0.55685,                0.96645,                 1.0772,               0.004588,               0.004588,               0.004588
                     84,                0.48807,                0.71336,                 1.0618,                0.79415,                0.67004,                0.74187,                0.64293,                 0.5573,                0.96543,                 1.0781,               0.004522,               0.004522,               0.004522
                     85,                0.48696,                0.70825,                 1.0646,                0.78401,                0.67828,                0.74136,                0.64308,                 0.5584,                0.96592,                 1.0794,               0.004456,               0.004456,               0.004456
                     86,                0.48774,                  0.706,                 1.0614,                0.78116,                0.68255,                0.74162,                0.64335,                0.55868,                 0.9651,                 1.0796,                0.00439,                0.00439,                0.00439
                     87,                 0.4863,                0.69971,                 1.0591,                0.78424,                 0.6828,                0.74177,                0.64333,                 0.5591,                 0.9645,                 1.0798,               0.004324,               0.004324,               0.004324
                     88,                 0.4872,                0.70231,                 1.0609,                 0.7801,                0.68199,                0.74221,                0.64406,                0.55876,                0.96289,                   1.08,               0.004258,               0.004258,               0.004258
                     89,                0.48178,                0.68379,                 1.0582,                0.78427,                0.68152,                0.74258,                0.64357,                0.55859,                0.96396,                   1.08,               0.004192,               0.004192,               0.004192
                     90,                0.47956,                0.68625,                 1.0556,                0.78717,                0.67911,                0.74218,                0.64349,                0.55783,                0.96408,                 1.0796,               0.004126,               0.004126,               0.004126
                     91,                0.47772,                 0.6723,                 1.0553,                0.78441,                0.68187,                0.74233,                0.64367,                0.55774,                0.96484,                 1.0796,                0.00406,                0.00406,                0.00406
                     92,                0.47752,                0.67157,                 1.0558,                0.78496,                0.68275,                0.74236,                0.64399,                0.55752,                0.96492,                 1.0794,               0.003994,               0.003994,               0.003994
                     93,                0.47728,                0.66412,                 1.0546,                0.79084,                0.67874,                0.74269,                 0.6444,                 0.5577,                0.96522,                 1.0796,               0.003928,               0.003928,               0.003928
                     94,                0.47325,                0.66056,                 1.0513,                0.79059,                0.68042,                0.74301,                0.64458,                0.55775,                0.96382,                 1.0798,               0.003862,               0.003862,               0.003862
                     95,                0.47249,                0.65793,                  1.053,                0.79695,                 0.6767,                0.74332,                0.64424,                0.55727,                0.96429,                 1.0795,               0.003796,               0.003796,               0.003796
                     96,                0.46715,                0.65425,                 1.0483,                0.79452,                0.67783,                0.74323,                0.64418,                0.55693,                  0.965,                 1.0795,                0.00373,                0.00373,                0.00373
                     97,                 0.4709,                0.65642,                 1.0521,                0.79417,                0.67768,                0.74351,                0.64428,                0.55675,                0.96488,                 1.0797,               0.003664,               0.003664,               0.003664
                     98,                0.46592,                0.64552,                 1.0478,                0.79392,                0.67806,                0.74358,                0.64446,                0.55725,                0.96493,                 1.0804,               0.003598,               0.003598,               0.003598
                     99,                0.46505,                0.63769,                 1.0467,                0.79512,                 0.6753,                0.74351,                0.64434,                0.55741,                0.96539,                 1.0808,               0.003532,               0.003532,               0.003532
                    100,                0.46432,                0.63373,                 1.0455,                0.79664,                0.67428,                0.74363,                 0.6443,                0.55773,                0.96552,                 1.0812,               0.003466,               0.003466,               0.003466
                    101,                0.46124,                0.62857,                 1.0441,                0.79893,                0.67393,                0.74362,                0.64449,                0.55734,                0.96666,                 1.0808,                 0.0034,                 0.0034,                 0.0034
                    102,                0.45862,                0.62391,                 1.0423,                0.79649,                0.67543,                 0.7436,                0.64497,                0.55743,                0.96739,                 1.0808,               0.003334,               0.003334,               0.003334
                    103,                0.45615,                0.61822,                  1.042,                0.79777,                0.67536,                 0.7438,                0.64498,                 0.5575,                0.96774,                 1.0812,               0.003268,               0.003268,               0.003268
                    104,                0.46018,                0.62254,                 1.0426,                0.79341,                0.67756,                0.74372,                0.64504,                0.55751,                0.96708,                 1.0814,               0.003202,               0.003202,               0.003202
                    105,                0.44976,                0.60695,                 1.0355,                0.79487,                 0.6758,                0.74413,                0.64562,                0.55761,                  0.967,                 1.0817,               0.003136,               0.003136,               0.003136
                    106,                0.45015,                0.60556,                 1.0339,                0.79557,                0.67601,                0.74447,                0.64544,                0.55748,                0.96653,                 1.0816,                0.00307,                0.00307,                0.00307
                    107,                0.44567,                0.59584,                 1.0336,                 0.7961,                0.67667,                0.74474,                0.64575,                0.55764,                0.96576,                 1.0819,               0.003004,               0.003004,               0.003004
                    108,                0.45263,                0.59563,                 1.0355,                0.79428,                0.67789,                0.74465,                0.64638,                0.55783,                0.96503,                 1.0825,               0.002938,               0.002938,               0.002938
                    109,                0.44073,                 0.5843,                   1.03,                0.78735,                0.68148,                0.74484,                0.64638,                0.55781,                0.96477,                 1.0828,               0.002872,               0.002872,               0.002872
                    110,                0.44194,                0.57567,                 1.0303,                0.78512,                0.68247,                0.74472,                0.64657,                 0.5579,                0.96472,                  1.083,               0.002806,               0.002806,               0.002806
                    111,                0.44146,                0.57897,                 1.0298,                0.78164,                0.68519,                0.74493,                0.64696,                0.55827,                0.96461,                 1.0837,                0.00274,                0.00274,                0.00274
